fill	x	y	PANEL	group	xmin	xmax	ymin	ymax
#E5E5E5	13	32	2	-1	12.5	13.5	31.5	32.5
#E5E5E5	14	32	2	-1	13.5	14.5	31.5	32.5
#E8E8E8	15	32	2	-1	14.5	15.5	31.5	32.5
#E9E9E9	16	32	2	-1	15.5	16.5	31.5	32.5
#E9E9E9	17	32	2	-1	16.5	17.5	31.5	32.5
#EAEAEA	18	32	2	-1	17.5	18.5	31.5	32.5
#E7E7E7	19	32	2	-1	18.5	19.5	31.5	32.5
#E7E7E7	20	32	2	-1	19.5	20.5	31.5	32.5
#E7E7E7	21	32	2	-1	20.5	21.5	31.5	32.5
#E7E7E7	22	32	2	-1	21.5	22.5	31.5	32.5
#E7E7E7	23	32	2	-1	22.5	23.5	31.5	32.5
#E7E7E7	24	32	2	-1	23.5	24.5	31.5	32.5
#E7E7E7	25	32	2	-1	24.5	25.5	31.5	32.5
#000000	1	33	2	-1	0.5	1.5	32.5	33.5
#828282	2	33	2	-1	1.5	2.5	32.5	33.5
#EFEFEF	3	33	2	-1	2.5	3.5	32.5	33.5
#D5D5D5	4	33	2	-1	3.5	4.5	32.5	33.5
#FFFFFF	5	33	2	-1	4.5	5.5	32.5	33.5
#FEFEFE	6	33	2	-1	5.5	6.5	32.5	33.5
#FFFFFF	7	33	2	-1	6.5	7.5	32.5	33.5
#F1F1F1	8	33	2	-1	7.5	8.5	32.5	33.5
#F1F1F1	9	33	2	-1	8.5	9.5	32.5	33.5
#FBFBFB	10	33	2	-1	9.5	10.5	32.5	33.5
#FBFBFB	11	33	2	-1	10.5	11.5	32.5	33.5
#FAFAFA	12	33	2	-1	11.5	12.5	32.5	33.5
#FAFAFA	13	33	2	-1	12.5	13.5	32.5	33.5
#FBFBFB	14	33	2	-1	13.5	14.5	32.5	33.5
#FBFBFB	15	33	2	-1	14.5	15.5	32.5	33.5
#FBFBFB	16	33	2	-1	15.5	16.5	32.5	33.5
#FBFBFB	17	33	2	-1	16.5	17.5	32.5	33.5
#FBFBFB	18	33	2	-1	17.5	18.5	32.5	33.5
#FAFAFA	19	33	2	-1	18.5	19.5	32.5	33.5
#F9F9F9	20	33	2	-1	19.5	20.5	32.5	33.5
#F9F9F9	21	33	2	-1	20.5	21.5	32.5	33.5
#F9F9F9	22	33	2	-1	21.5	22.5	32.5	33.5
#F9F9F9	23	33	2	-1	22.5	23.5	32.5	33.5
#FAFAFA	24	33	2	-1	23.5	24.5	32.5	33.5
#FAFAFA	25	33	2	-1	24.5	25.5	32.5	33.5
#000000	1	85	2	-1	0.5	1.5	84.5	85.5
#646464	2	85	2	-1	1.5	2.5	84.5	85.5
#8F8F8F	3	85	2	-1	2.5	3.5	84.5	85.5
#CBCBCB	4	85	2	-1	3.5	4.5	84.5	85.5
#FAFAFA	5	85	2	-1	4.5	5.5	84.5	85.5
#F9F9F9	6	85	2	-1	5.5	6.5	84.5	85.5
#FCFCFC	7	85	2	-1	6.5	7.5	84.5	85.5
#FFFFFF	8	85	2	-1	7.5	8.5	84.5	85.5
#F8F8F8	9	85	2	-1	8.5	9.5	84.5	85.5
#EDEDED	10	85	2	-1	9.5	10.5	84.5	85.5
#ECECEC	11	85	2	-1	10.5	11.5	84.5	85.5
#EBEBEB	12	85	2	-1	11.5	12.5	84.5	85.5
#EBEBEB	13	85	2	-1	12.5	13.5	84.5	85.5
#EAEAEA	14	85	2	-1	13.5	14.5	84.5	85.5
#EAEAEA	15	85	2	-1	14.5	15.5	84.5	85.5
#E8E8E8	16	85	2	-1	15.5	16.5	84.5	85.5
#EDEDED	17	85	2	-1	16.5	17.5	84.5	85.5
#E6E6E6	18	85	2	-1	17.5	18.5	84.5	85.5
#E5E5E5	19	85	2	-1	18.5	19.5	84.5	85.5
#E5E5E5	20	85	2	-1	19.5	20.5	84.5	85.5
#E5E5E5	21	85	2	-1	20.5	21.5	84.5	85.5
#E5E5E5	22	85	2	-1	21.5	22.5	84.5	85.5
#E5E5E5	23	85	2	-1	22.5	23.5	84.5	85.5
#E5E5E5	24	85	2	-1	23.5	24.5	84.5	85.5
#E5E5E5	25	85	2	-1	24.5	25.5	84.5	85.5
#000000	1	77	2	-1	0.5	1.5	76.5	77.5
#515151	2	77	2	-1	1.5	2.5	76.5	77.5
#B4B4B4	3	77	2	-1	2.5	3.5	76.5	77.5
#B9B9B9	4	77	2	-1	3.5	4.5	76.5	77.5
#FEFEFE	5	77	2	-1	4.5	5.5	76.5	77.5
#FEFEFE	6	77	2	-1	5.5	6.5	76.5	77.5
#FFFFFF	7	77	2	-1	6.5	7.5	76.5	77.5
#FBFBFB	8	77	2	-1	7.5	8.5	76.5	77.5
#F9F9F9	9	77	2	-1	8.5	9.5	76.5	77.5
#F9F9F9	10	77	2	-1	9.5	10.5	76.5	77.5
#E9E9E9	11	77	2	-1	10.5	11.5	76.5	77.5
#EAEAEA	12	77	2	-1	11.5	12.5	76.5	77.5
#E9E9E9	13	77	2	-1	12.5	13.5	76.5	77.5
#E9E9E9	14	77	2	-1	13.5	14.5	76.5	77.5
#E9E9E9	15	77	2	-1	14.5	15.5	76.5	77.5
#E9E9E9	16	77	2	-1	15.5	16.5	76.5	77.5
#EBEBEB	17	77	2	-1	16.5	17.5	76.5	77.5
#EBEBEB	18	77	2	-1	17.5	18.5	76.5	77.5
#EBEBEB	19	77	2	-1	18.5	19.5	76.5	77.5
#EAEAEA	20	77	2	-1	19.5	20.5	76.5	77.5
#EAEAEA	21	77	2	-1	20.5	21.5	76.5	77.5
#EAEAEA	22	77	2	-1	21.5	22.5	76.5	77.5
#EAEAEA	23	77	2	-1	22.5	23.5	76.5	77.5
#EAEAEA	24	77	2	-1	23.5	24.5	76.5	77.5
#EAEAEA	25	77	2	-1	24.5	25.5	76.5	77.5
#000000	1	4	2	-1	0.5	1.5	3.5	4.5
#909090	2	4	2	-1	1.5	2.5	3.5	4.5
#FFFFFF	3	4	2	-1	2.5	3.5	3.5	4.5
#B5B5B5	4	4	2	-1	3.5	4.5	3.5	4.5
#DDDDDD	5	4	2	-1	4.5	5.5	3.5	4.5
#DCDCDC	6	4	2	-1	5.5	6.5	3.5	4.5
#DCDCDC	7	4	2	-1	6.5	7.5	3.5	4.5
#D8D8D8	8	4	2	-1	7.5	8.5	3.5	4.5
#CFCFCF	9	4	2	-1	8.5	9.5	3.5	4.5
#CFCFCF	10	4	2	-1	9.5	10.5	3.5	4.5
#CFCFCF	11	4	2	-1	10.5	11.5	3.5	4.5
#CFCFCF	12	4	2	-1	11.5	12.5	3.5	4.5
#CECECE	13	4	2	-1	12.5	13.5	3.5	4.5
#CECECE	14	4	2	-1	13.5	14.5	3.5	4.5
#CFCFCF	15	4	2	-1	14.5	15.5	3.5	4.5
#CFCFCF	16	4	2	-1	15.5	16.5	3.5	4.5
#C6C6C6	17	4	2	-1	16.5	17.5	3.5	4.5
#C6C6C6	18	4	2	-1	17.5	18.5	3.5	4.5
#C6C6C6	19	4	2	-1	18.5	19.5	3.5	4.5
#C6C6C6	20	4	2	-1	19.5	20.5	3.5	4.5
#C6C6C6	21	4	2	-1	20.5	21.5	3.5	4.5
#C6C6C6	22	4	2	-1	21.5	22.5	3.5	4.5
#C6C6C6	23	4	2	-1	22.5	23.5	3.5	4.5
#C6C6C6	24	4	2	-1	23.5	24.5	3.5	4.5
#C6C6C6	25	4	2	-1	24.5	25.5	3.5	4.5
#000000	1	34	2	-1	0.5	1.5	33.5	34.5
#515151	2	34	2	-1	1.5	2.5	33.5	34.5
#828282	3	34	2	-1	2.5	3.5	33.5	34.5
#B7B7B7	4	34	2	-1	3.5	4.5	33.5	34.5
#FFFFFF	5	34	2	-1	4.5	5.5	33.5	34.5
#F1F1F1	6	34	2	-1	5.5	6.5	33.5	34.5
#F1F1F1	7	34	2	-1	6.5	7.5	33.5	34.5
#F1F1F1	8	34	2	-1	7.5	8.5	33.5	34.5
#F1F1F1	9	34	2	-1	8.5	9.5	33.5	34.5
#EFEFEF	10	34	2	-1	9.5	10.5	33.5	34.5
#EFEFEF	11	34	2	-1	10.5	11.5	33.5	34.5
#F5F5F5	12	34	2	-1	11.5	12.5	33.5	34.5
#F2F2F2	13	34	2	-1	12.5	13.5	33.5	34.5
#EDEDED	14	34	2	-1	13.5	14.5	33.5	34.5
#EDEDED	15	34	2	-1	14.5	15.5	33.5	34.5
#ECECEC	16	34	2	-1	15.5	16.5	33.5	34.5
#EDEDED	17	34	2	-1	16.5	17.5	33.5	34.5
#ECECEC	18	34	2	-1	17.5	18.5	33.5	34.5
#EDEDED	19	34	2	-1	18.5	19.5	33.5	34.5
#EDEDED	20	34	2	-1	19.5	20.5	33.5	34.5
#ECECEC	21	34	2	-1	20.5	21.5	33.5	34.5
#ECECEC	22	34	2	-1	21.5	22.5	33.5	34.5
#ECECEC	23	34	2	-1	22.5	23.5	33.5	34.5
#ECECEC	24	34	2	-1	23.5	24.5	33.5	34.5
#ECECEC	25	34	2	-1	24.5	25.5	33.5	34.5
#000000	1	28	2	-1	0.5	1.5	27.5	28.5
#6F6F6F	2	28	2	-1	1.5	2.5	27.5	28.5
#B5B5B5	3	28	2	-1	2.5	3.5	27.5	28.5
#FFFFFF	4	28	2	-1	3.5	4.5	27.5	28.5
#D9D9D9	5	28	2	-1	4.5	5.5	27.5	28.5
#D6D6D6	6	28	2	-1	5.5	6.5	27.5	28.5
#CECECE	7	28	2	-1	6.5	7.5	27.5	28.5
#CDCDCD	8	28	2	-1	7.5	8.5	27.5	28.5
#CDCDCD	9	28	2	-1	8.5	9.5	27.5	28.5
#D0D0D0	10	28	2	-1	9.5	10.5	27.5	28.5
#D0D0D0	11	28	2	-1	10.5	11.5	27.5	28.5
#C7C7C7	12	28	2	-1	11.5	12.5	27.5	28.5
#C8C8C8	13	28	2	-1	12.5	13.5	27.5	28.5
#C8C8C8	14	28	2	-1	13.5	14.5	27.5	28.5
#C8C8C8	15	28	2	-1	14.5	15.5	27.5	28.5
#C8C8C8	16	28	2	-1	15.5	16.5	27.5	28.5
#C8C8C8	17	28	2	-1	16.5	17.5	27.5	28.5
#C8C8C8	18	28	2	-1	17.5	18.5	27.5	28.5
#C8C8C8	19	28	2	-1	18.5	19.5	27.5	28.5
#C8C8C8	20	28	2	-1	19.5	20.5	27.5	28.5
#C8C8C8	21	28	2	-1	20.5	21.5	27.5	28.5
#C9C9C9	22	28	2	-1	21.5	22.5	27.5	28.5
#C9C9C9	23	28	2	-1	22.5	23.5	27.5	28.5
#C9C9C9	24	28	2	-1	23.5	24.5	27.5	28.5
#C9C9C9	25	28	2	-1	24.5	25.5	27.5	28.5
#000000	1	78	2	-1	0.5	1.5	77.5	78.5
#525252	2	78	2	-1	1.5	2.5	77.5	78.5
#ACACAC	3	78	2	-1	2.5	3.5	77.5	78.5
#A5A5A5	4	78	2	-1	3.5	4.5	77.5	78.5
#F4F4F4	5	78	2	-1	4.5	5.5	77.5	78.5
#F0F0F0	6	78	2	-1	5.5	6.5	77.5	78.5
#FFFFFF	7	78	2	-1	6.5	7.5	77.5	78.5
#FAFAFA	8	78	2	-1	7.5	8.5	77.5	78.5
#FAFAFA	9	78	2	-1	8.5	9.5	77.5	78.5
#F8F8F8	10	78	2	-1	9.5	10.5	77.5	78.5
#F8F8F8	11	78	2	-1	10.5	11.5	77.5	78.5
#F4F4F4	12	78	2	-1	11.5	12.5	77.5	78.5
#F4F4F4	13	78	2	-1	12.5	13.5	77.5	78.5
#F3F3F3	14	78	2	-1	13.5	14.5	77.5	78.5
#F3F3F3	15	78	2	-1	14.5	15.5	77.5	78.5
#F3F3F3	16	78	2	-1	15.5	16.5	77.5	78.5
#F3F3F3	17	78	2	-1	16.5	17.5	77.5	78.5
#F2F2F2	18	78	2	-1	17.5	18.5	77.5	78.5
#F2F2F2	19	78	2	-1	18.5	19.5	77.5	78.5
#F1F1F1	20	78	2	-1	19.5	20.5	77.5	78.5
#F1F1F1	21	78	2	-1	20.5	21.5	77.5	78.5
#F2F2F2	22	78	2	-1	21.5	22.5	77.5	78.5
#F3F3F3	23	78	2	-1	22.5	23.5	77.5	78.5
#F3F3F3	24	78	2	-1	23.5	24.5	77.5	78.5
#F3F3F3	25	78	2	-1	24.5	25.5	77.5	78.5
#000000	1	35	2	-1	0.5	1.5	34.5	35.5
#787878	2	35	2	-1	1.5	2.5	34.5	35.5
#D3D3D3	3	35	2	-1	2.5	3.5	34.5	35.5
#B2B2B2	4	35	2	-1	3.5	4.5	34.5	35.5
#FFFFFF	5	35	2	-1	4.5	5.5	34.5	35.5
#FAFAFA	6	35	2	-1	5.5	6.5	34.5	35.5
#F2F2F2	7	35	2	-1	6.5	7.5	34.5	35.5
#E3E3E3	8	35	2	-1	7.5	8.5	34.5	35.5
#E3E3E3	9	35	2	-1	8.5	9.5	34.5	35.5
#E2E2E2	10	35	2	-1	9.5	10.5	34.5	35.5
#E2E2E2	11	35	2	-1	10.5	11.5	34.5	35.5
#E0E0E0	12	35	2	-1	11.5	12.5	34.5	35.5
#DFDFDF	13	35	2	-1	12.5	13.5	34.5	35.5
#DFDFDF	14	35	2	-1	13.5	14.5	34.5	35.5
#DFDFDF	15	35	2	-1	14.5	15.5	34.5	35.5
#DFDFDF	16	35	2	-1	15.5	16.5	34.5	35.5
#DFDFDF	17	35	2	-1	16.5	17.5	34.5	35.5
#DEDEDE	18	35	2	-1	17.5	18.5	34.5	35.5
#DEDEDE	19	35	2	-1	18.5	19.5	34.5	35.5
#DFDFDF	20	35	2	-1	19.5	20.5	34.5	35.5
#E2E2E2	21	35	2	-1	20.5	21.5	34.5	35.5
#E2E2E2	22	35	2	-1	21.5	22.5	34.5	35.5
#E2E2E2	23	35	2	-1	22.5	23.5	34.5	35.5
#E2E2E2	24	35	2	-1	23.5	24.5	34.5	35.5
#E2E2E2	25	35	2	-1	24.5	25.5	34.5	35.5
#000000	1	5	2	-1	0.5	1.5	4.5	5.5
#616161	2	5	2	-1	1.5	2.5	4.5	5.5
#FFFFFF	3	5	2	-1	2.5	3.5	4.5	5.5
#ABABAB	4	5	2	-1	3.5	4.5	4.5	5.5
#D4D4D4	5	5	2	-1	4.5	5.5	4.5	5.5
#D3D3D3	6	5	2	-1	5.5	6.5	4.5	5.5
#B4B4B4	7	5	2	-1	6.5	7.5	4.5	5.5
#E3E3E3	8	5	2	-1	7.5	8.5	4.5	5.5
#E3E3E3	9	5	2	-1	8.5	9.5	4.5	5.5
#E2E2E2	10	5	2	-1	9.5	10.5	4.5	5.5
#E2E2E2	11	5	2	-1	10.5	11.5	4.5	5.5
#E6E6E6	12	5	2	-1	11.5	12.5	4.5	5.5
#E1E1E1	13	5	2	-1	12.5	13.5	4.5	5.5
#DEDEDE	14	5	2	-1	13.5	14.5	4.5	5.5
#DEDEDE	15	5	2	-1	14.5	15.5	4.5	5.5
#E2E2E2	16	5	2	-1	15.5	16.5	4.5	5.5
#E1E1E1	17	5	2	-1	16.5	17.5	4.5	5.5
#D5D5D5	18	5	2	-1	17.5	18.5	4.5	5.5
#D5D5D5	19	5	2	-1	18.5	19.5	4.5	5.5
#DBDBDB	20	5	2	-1	19.5	20.5	4.5	5.5
#DCDCDC	21	5	2	-1	20.5	21.5	4.5	5.5
#DCDCDC	22	5	2	-1	21.5	22.5	4.5	5.5
#DCDCDC	23	5	2	-1	22.5	23.5	4.5	5.5
#DDDDDD	24	5	2	-1	23.5	24.5	4.5	5.5
#DDDDDD	25	5	2	-1	24.5	25.5	4.5	5.5
#000000	1	36	2	-1	0.5	1.5	35.5	36.5
#717171	2	36	2	-1	1.5	2.5	35.5	36.5
#A1A1A1	3	36	2	-1	2.5	3.5	35.5	36.5
#CCCCCC	4	36	2	-1	3.5	4.5	35.5	36.5
#FFFFFF	5	36	2	-1	4.5	5.5	35.5	36.5
#FEFEFE	6	36	2	-1	5.5	6.5	35.5	36.5
#E0E0E0	7	36	2	-1	6.5	7.5	35.5	36.5
#DFDFDF	8	36	2	-1	7.5	8.5	35.5	36.5
#DEDEDE	9	36	2	-1	8.5	9.5	35.5	36.5
#DDDDDD	10	36	2	-1	9.5	10.5	35.5	36.5
#DDDDDD	11	36	2	-1	10.5	11.5	35.5	36.5
#DCDCDC	12	36	2	-1	11.5	12.5	35.5	36.5
#DADADA	13	36	2	-1	12.5	13.5	35.5	36.5
#DADADA	14	36	2	-1	13.5	14.5	35.5	36.5
#DADADA	15	36	2	-1	14.5	15.5	35.5	36.5
#D9D9D9	16	36	2	-1	15.5	16.5	35.5	36.5
#D9D9D9	17	36	2	-1	16.5	17.5	35.5	36.5
#DADADA	18	36	2	-1	17.5	18.5	35.5	36.5
#DADADA	19	36	2	-1	18.5	19.5	35.5	36.5
#DADADA	20	36	2	-1	19.5	20.5	35.5	36.5
#DADADA	21	36	2	-1	20.5	21.5	35.5	36.5
#DADADA	22	36	2	-1	21.5	22.5	35.5	36.5
#DADADA	23	36	2	-1	22.5	23.5	35.5	36.5
#DADADA	24	36	2	-1	23.5	24.5	35.5	36.5
#DADADA	25	36	2	-1	24.5	25.5	35.5	36.5
#000000	1	6	2	-1	0.5	1.5	5.5	6.5
#949494	2	6	2	-1	1.5	2.5	5.5	6.5
#FFFFFF	3	6	2	-1	2.5	3.5	5.5	6.5
#DBDBDB	4	6	2	-1	3.5	4.5	5.5	6.5
#EBEBEB	5	6	2	-1	4.5	5.5	5.5	6.5
#F2F2F2	6	6	2	-1	5.5	6.5	5.5	6.5
#F3F3F3	7	6	2	-1	6.5	7.5	5.5	6.5
#F3F3F3	8	6	2	-1	7.5	8.5	5.5	6.5
#F3F3F3	9	6	2	-1	8.5	9.5	5.5	6.5
#F2F2F2	10	6	2	-1	9.5	10.5	5.5	6.5
#F2F2F2	11	6	2	-1	10.5	11.5	5.5	6.5
#EFEFEF	12	6	2	-1	11.5	12.5	5.5	6.5
#F9F9F9	13	6	2	-1	12.5	13.5	5.5	6.5
#F5F5F5	14	6	2	-1	13.5	14.5	5.5	6.5
#F5F5F5	15	6	2	-1	14.5	15.5	5.5	6.5
#F5F5F5	16	6	2	-1	15.5	16.5	5.5	6.5
#F2F2F2	17	6	2	-1	16.5	17.5	5.5	6.5
#F1F1F1	18	6	2	-1	17.5	18.5	5.5	6.5
#F1F1F1	19	6	2	-1	18.5	19.5	5.5	6.5
#F0F0F0	20	6	2	-1	19.5	20.5	5.5	6.5
#F0F0F0	21	6	2	-1	20.5	21.5	5.5	6.5
#F1F1F1	22	6	2	-1	21.5	22.5	5.5	6.5
#F1F1F1	23	6	2	-1	22.5	23.5	5.5	6.5
#F1F1F1	24	6	2	-1	23.5	24.5	5.5	6.5
#F1F1F1	25	6	2	-1	24.5	25.5	5.5	6.5
#000000	1	37	2	-1	0.5	1.5	36.5	37.5
#B8B8B8	2	37	2	-1	1.5	2.5	36.5	37.5
#ABABAB	3	37	2	-1	2.5	3.5	36.5	37.5
#D4D4D4	4	37	2	-1	3.5	4.5	36.5	37.5
#FFFFFF	5	37	2	-1	4.5	5.5	36.5	37.5
#FFFFFF	6	37	2	-1	5.5	6.5	36.5	37.5
#FCFCFC	7	37	2	-1	6.5	7.5	36.5	37.5
#F6F6F6	8	37	2	-1	7.5	8.5	36.5	37.5
#F6F6F6	9	37	2	-1	8.5	9.5	36.5	37.5
#F5F5F5	10	37	2	-1	9.5	10.5	36.5	37.5
#F4F4F4	11	37	2	-1	10.5	11.5	36.5	37.5
#F3F3F3	12	37	2	-1	11.5	12.5	36.5	37.5
#F3F3F3	13	37	2	-1	12.5	13.5	36.5	37.5
#EFEFEF	14	37	2	-1	13.5	14.5	36.5	37.5
#F3F3F3	15	37	2	-1	14.5	15.5	36.5	37.5
#ECECEC	16	37	2	-1	15.5	16.5	36.5	37.5
#EDEDED	17	37	2	-1	16.5	17.5	36.5	37.5
#EDEDED	18	37	2	-1	17.5	18.5	36.5	37.5
#EDEDED	19	37	2	-1	18.5	19.5	36.5	37.5
#EDEDED	20	37	2	-1	19.5	20.5	36.5	37.5
#EDEDED	21	37	2	-1	20.5	21.5	36.5	37.5
#EDEDED	22	37	2	-1	21.5	22.5	36.5	37.5
#EDEDED	23	37	2	-1	22.5	23.5	36.5	37.5
#EDEDED	24	37	2	-1	23.5	24.5	36.5	37.5
#EDEDED	25	37	2	-1	24.5	25.5	36.5	37.5
#000000	1	91	2	-1	0.5	1.5	90.5	91.5
#121212	2	91	2	-1	1.5	2.5	90.5	91.5
#5A5A5A	3	91	2	-1	2.5	3.5	90.5	91.5
#8B8B8B	4	91	2	-1	3.5	4.5	90.5	91.5
#EEEEEE	5	91	2	-1	4.5	5.5	90.5	91.5
#FBFBFB	6	91	2	-1	5.5	6.5	90.5	91.5
#FAFAFA	7	91	2	-1	6.5	7.5	90.5	91.5
#FBFBFB	8	91	2	-1	7.5	8.5	90.5	91.5
#FBFBFB	9	91	2	-1	8.5	9.5	90.5	91.5
#FBFBFB	10	91	2	-1	9.5	10.5	90.5	91.5
#FBFBFB	11	91	2	-1	10.5	11.5	90.5	91.5
#FBFBFB	12	91	2	-1	11.5	12.5	90.5	91.5
#FFFFFF	13	91	2	-1	12.5	13.5	90.5	91.5
#FDFDFD	14	91	2	-1	13.5	14.5	90.5	91.5
#F2F2F2	15	91	2	-1	14.5	15.5	90.5	91.5
#F2F2F2	16	91	2	-1	15.5	16.5	90.5	91.5
#F2F2F2	17	91	2	-1	16.5	17.5	90.5	91.5
#F2F2F2	18	91	2	-1	17.5	18.5	90.5	91.5
#F2F2F2	19	91	2	-1	18.5	19.5	90.5	91.5
#FAFAFA	20	91	2	-1	19.5	20.5	90.5	91.5
#FBFBFB	21	91	2	-1	20.5	21.5	90.5	91.5
#FBFBFB	22	91	2	-1	21.5	22.5	90.5	91.5
#FBFBFB	23	91	2	-1	22.5	23.5	90.5	91.5
#FBFBFB	24	91	2	-1	23.5	24.5	90.5	91.5
#FBFBFB	25	91	2	-1	24.5	25.5	90.5	91.5
#000000	1	38	2	-1	0.5	1.5	37.5	38.5
#757575	2	38	2	-1	1.5	2.5	37.5	38.5
#BFBFBF	3	38	2	-1	2.5	3.5	37.5	38.5
#F0F0F0	4	38	2	-1	3.5	4.5	37.5	38.5
#FFFFFF	5	38	2	-1	4.5	5.5	37.5	38.5
#F2F2F2	6	38	2	-1	5.5	6.5	37.5	38.5
#E1E1E1	7	38	2	-1	6.5	7.5	37.5	38.5
#E1E1E1	8	38	2	-1	7.5	8.5	37.5	38.5
#E3E3E3	9	38	2	-1	8.5	9.5	37.5	38.5
#D8D8D8	10	38	2	-1	9.5	10.5	37.5	38.5
#D8D8D8	11	38	2	-1	10.5	11.5	37.5	38.5
#D7D7D7	12	38	2	-1	11.5	12.5	37.5	38.5
#D8D8D8	13	38	2	-1	12.5	13.5	37.5	38.5
#D0D0D0	14	38	2	-1	13.5	14.5	37.5	38.5
#CFCFCF	15	38	2	-1	14.5	15.5	37.5	38.5
#D0D0D0	16	38	2	-1	15.5	16.5	37.5	38.5
#D1D1D1	17	38	2	-1	16.5	17.5	37.5	38.5
#D0D0D0	18	38	2	-1	17.5	18.5	37.5	38.5
#D0D0D0	19	38	2	-1	18.5	19.5	37.5	38.5
#D0D0D0	20	38	2	-1	19.5	20.5	37.5	38.5
#D0D0D0	21	38	2	-1	20.5	21.5	37.5	38.5
#D0D0D0	22	38	2	-1	21.5	22.5	37.5	38.5
#D0D0D0	23	38	2	-1	22.5	23.5	37.5	38.5
#D0D0D0	24	38	2	-1	23.5	24.5	37.5	38.5
#D0D0D0	25	38	2	-1	24.5	25.5	37.5	38.5
#000000	1	39	2	-1	0.5	1.5	38.5	39.5
#505050	2	39	2	-1	1.5	2.5	38.5	39.5
#999999	3	39	2	-1	2.5	3.5	38.5	39.5
#E9E9E9	4	39	2	-1	3.5	4.5	38.5	39.5
#FFFFFF	5	39	2	-1	4.5	5.5	38.5	39.5
#F7F7F7	6	39	2	-1	5.5	6.5	38.5	39.5
#F9F9F9	7	39	2	-1	6.5	7.5	38.5	39.5
#FCFCFC	8	39	2	-1	7.5	8.5	38.5	39.5
#FCFCFC	9	39	2	-1	8.5	9.5	38.5	39.5
#FDFDFD	10	39	2	-1	9.5	10.5	38.5	39.5
#FCFCFC	11	39	2	-1	10.5	11.5	38.5	39.5
#F2F2F2	12	39	2	-1	11.5	12.5	38.5	39.5
#F3F3F3	13	39	2	-1	12.5	13.5	38.5	39.5
#F3F3F3	14	39	2	-1	13.5	14.5	38.5	39.5
#F3F3F3	15	39	2	-1	14.5	15.5	38.5	39.5
#F4F4F4	16	39	2	-1	15.5	16.5	38.5	39.5
#F4F4F4	17	39	2	-1	16.5	17.5	38.5	39.5
#F3F3F3	18	39	2	-1	17.5	18.5	38.5	39.5
#F3F3F3	19	39	2	-1	18.5	19.5	38.5	39.5
#F3F3F3	20	39	2	-1	19.5	20.5	38.5	39.5
#F3F3F3	21	39	2	-1	20.5	21.5	38.5	39.5
#F3F3F3	22	39	2	-1	21.5	22.5	38.5	39.5
#F3F3F3	23	39	2	-1	22.5	23.5	38.5	39.5
#F3F3F3	24	39	2	-1	23.5	24.5	38.5	39.5
#F3F3F3	25	39	2	-1	24.5	25.5	38.5	39.5
#000000	1	7	2	-1	0.5	1.5	6.5	7.5
#A7A7A7	2	7	2	-1	1.5	2.5	6.5	7.5
#FFFFFF	3	7	2	-1	2.5	3.5	6.5	7.5
#797979	4	7	2	-1	3.5	4.5	6.5	7.5
#868686	5	7	2	-1	4.5	5.5	6.5	7.5
#838383	6	7	2	-1	5.5	6.5	6.5	7.5
#5D5D5D	7	7	2	-1	6.5	7.5	6.5	7.5
#595959	8	7	2	-1	7.5	8.5	6.5	7.5
#585858	9	7	2	-1	8.5	9.5	6.5	7.5
#585858	10	7	2	-1	9.5	10.5	6.5	7.5
#5B5B5B	11	7	2	-1	10.5	11.5	6.5	7.5
#5B5B5B	12	7	2	-1	11.5	12.5	6.5	7.5
#5B5B5B	13	7	2	-1	12.5	13.5	6.5	7.5
#5B5B5B	14	7	2	-1	13.5	14.5	6.5	7.5
#5A5A5A	15	7	2	-1	14.5	15.5	6.5	7.5
#5A5A5A	16	7	2	-1	15.5	16.5	6.5	7.5
#626262	17	7	2	-1	16.5	17.5	6.5	7.5
#626262	18	7	2	-1	17.5	18.5	6.5	7.5
#636363	19	7	2	-1	18.5	19.5	6.5	7.5
#636363	20	7	2	-1	19.5	20.5	6.5	7.5
#636363	21	7	2	-1	20.5	21.5	6.5	7.5
#636363	22	7	2	-1	21.5	22.5	6.5	7.5
#636363	23	7	2	-1	22.5	23.5	6.5	7.5
#646464	24	7	2	-1	23.5	24.5	6.5	7.5
#646464	25	7	2	-1	24.5	25.5	6.5	7.5
#000000	1	92	2	-1	0.5	1.5	91.5	92.5
#959595	2	92	2	-1	1.5	2.5	91.5	92.5
#BFBFBF	3	92	2	-1	2.5	3.5	91.5	92.5
#BDBDBD	4	92	2	-1	3.5	4.5	91.5	92.5
#F9F9F9	5	92	2	-1	4.5	5.5	91.5	92.5
#F9F9F9	6	92	2	-1	5.5	6.5	91.5	92.5
#F9F9F9	7	92	2	-1	6.5	7.5	91.5	92.5
#F7F7F7	8	92	2	-1	7.5	8.5	91.5	92.5
#F6F6F6	9	92	2	-1	8.5	9.5	91.5	92.5
#F3F3F3	10	92	2	-1	9.5	10.5	91.5	92.5
#FDFDFD	11	92	2	-1	10.5	11.5	91.5	92.5
#FDFDFD	12	92	2	-1	11.5	12.5	91.5	92.5
#FFFFFF	13	92	2	-1	12.5	13.5	91.5	92.5
#FEFEFE	14	92	2	-1	13.5	14.5	91.5	92.5
#FEFEFE	15	92	2	-1	14.5	15.5	91.5	92.5
#FCFCFC	16	92	2	-1	15.5	16.5	91.5	92.5
#FAFAFA	17	92	2	-1	16.5	17.5	91.5	92.5
