fill	x	y	PANEL	group	xmin	xmax	ymin	ymax
#DBDBDB	12	50	1	-1	11.5	12.5	49.5	50.5
#D7D7D7	13	50	1	-1	12.5	13.5	49.5	50.5
#DDDDDD	14	50	1	-1	13.5	14.5	49.5	50.5
#DDDDDD	15	50	1	-1	14.5	15.5	49.5	50.5
#DBDBDB	16	50	1	-1	15.5	16.5	49.5	50.5
#DBDBDB	17	50	1	-1	16.5	17.5	49.5	50.5
#DBDBDB	18	50	1	-1	17.5	18.5	49.5	50.5
#DBDBDB	19	50	1	-1	18.5	19.5	49.5	50.5
#D7D7D7	20	50	1	-1	19.5	20.5	49.5	50.5
#DCDCDC	21	50	1	-1	20.5	21.5	49.5	50.5
#DBDBDB	22	50	1	-1	21.5	22.5	49.5	50.5
#D9D9D9	23	50	1	-1	22.5	23.5	49.5	50.5
#D8D8D8	24	50	1	-1	23.5	24.5	49.5	50.5
#D8D8D8	25	50	1	-1	24.5	25.5	49.5	50.5
#000000	1	18	1	-1	0.5	1.5	17.5	18.5
#717171	2	18	1	-1	1.5	2.5	17.5	18.5
#FFFFFF	3	18	1	-1	2.5	3.5	17.5	18.5
#F2F2F2	4	18	1	-1	3.5	4.5	17.5	18.5
#FBFBFB	5	18	1	-1	4.5	5.5	17.5	18.5
#ECECEC	6	18	1	-1	5.5	6.5	17.5	18.5
#F6F6F6	7	18	1	-1	6.5	7.5	17.5	18.5
#F6F6F6	8	18	1	-1	7.5	8.5	17.5	18.5
#E9E9E9	9	18	1	-1	8.5	9.5	17.5	18.5
#E9E9E9	10	18	1	-1	9.5	10.5	17.5	18.5
#EAEAEA	11	18	1	-1	10.5	11.5	17.5	18.5
#EAEAEA	12	18	1	-1	11.5	12.5	17.5	18.5
#EAEAEA	13	18	1	-1	12.5	13.5	17.5	18.5
#EAEAEA	14	18	1	-1	13.5	14.5	17.5	18.5
#E9E9E9	15	18	1	-1	14.5	15.5	17.5	18.5
#E9E9E9	16	18	1	-1	15.5	16.5	17.5	18.5
#E5E5E5	17	18	1	-1	16.5	17.5	17.5	18.5
#E5E5E5	18	18	1	-1	17.5	18.5	17.5	18.5
#E5E5E5	19	18	1	-1	18.5	19.5	17.5	18.5
#E5E5E5	20	18	1	-1	19.5	20.5	17.5	18.5
#E5E5E5	21	18	1	-1	20.5	21.5	17.5	18.5
#E5E5E5	22	18	1	-1	21.5	22.5	17.5	18.5
#E5E5E5	23	18	1	-1	22.5	23.5	17.5	18.5
#E5E5E5	24	18	1	-1	23.5	24.5	17.5	18.5
#E5E5E5	25	18	1	-1	24.5	25.5	17.5	18.5
#000000	1	96	1	-1	0.5	1.5	95.5	96.5
#747474	2	96	1	-1	1.5	2.5	95.5	96.5
#C3C3C3	3	96	1	-1	2.5	3.5	95.5	96.5
#D6D6D6	4	96	1	-1	3.5	4.5	95.5	96.5
#F9F9F9	5	96	1	-1	4.5	5.5	95.5	96.5
#EAEAEA	6	96	1	-1	5.5	6.5	95.5	96.5
#DFDFDF	7	96	1	-1	6.5	7.5	95.5	96.5
#D2D2D2	8	96	1	-1	7.5	8.5	95.5	96.5
#D3D3D3	9	96	1	-1	8.5	9.5	95.5	96.5
#E1E1E1	10	96	1	-1	9.5	10.5	95.5	96.5
#FCFCFC	11	96	1	-1	10.5	11.5	95.5	96.5
#FCFCFC	12	96	1	-1	11.5	12.5	95.5	96.5
#FCFCFC	13	96	1	-1	12.5	13.5	95.5	96.5
#FCFCFC	14	96	1	-1	13.5	14.5	95.5	96.5
#FCFCFC	15	96	1	-1	14.5	15.5	95.5	96.5
#FCFCFC	16	96	1	-1	15.5	16.5	95.5	96.5
#FCFCFC	17	96	1	-1	16.5	17.5	95.5	96.5
#FDFDFD	18	96	1	-1	17.5	18.5	95.5	96.5
#FDFDFD	19	96	1	-1	18.5	19.5	95.5	96.5
#FCFCFC	20	96	1	-1	19.5	20.5	95.5	96.5
#FCFCFC	21	96	1	-1	20.5	21.5	95.5	96.5
#FFFFFF	22	96	1	-1	21.5	22.5	95.5	96.5
#FEFEFE	23	96	1	-1	22.5	23.5	95.5	96.5
#FEFEFE	24	96	1	-1	23.5	24.5	95.5	96.5
#FEFEFE	25	96	1	-1	24.5	25.5	95.5	96.5
#000000	1	51	1	-1	0.5	1.5	50.5	51.5
#8E8E8E	2	51	1	-1	1.5	2.5	50.5	51.5
#A4A4A4	3	51	1	-1	2.5	3.5	50.5	51.5
#767676	4	51	1	-1	3.5	4.5	50.5	51.5
#FFFFFF	5	51	1	-1	4.5	5.5	50.5	51.5
#F9F9F9	6	51	1	-1	5.5	6.5	50.5	51.5
#F7F7F7	7	51	1	-1	6.5	7.5	50.5	51.5
#FCFCFC	8	51	1	-1	7.5	8.5	50.5	51.5
#FBFBFB	9	51	1	-1	8.5	9.5	50.5	51.5
#EFEFEF	10	51	1	-1	9.5	10.5	50.5	51.5
#EFEFEF	11	51	1	-1	10.5	11.5	50.5	51.5
#F0F0F0	12	51	1	-1	11.5	12.5	50.5	51.5
#EDEDED	13	51	1	-1	12.5	13.5	50.5	51.5
#EDEDED	14	51	1	-1	13.5	14.5	50.5	51.5
#EDEDED	15	51	1	-1	14.5	15.5	50.5	51.5
#EDEDED	16	51	1	-1	15.5	16.5	50.5	51.5
#EDEDED	17	51	1	-1	16.5	17.5	50.5	51.5
#EDEDED	18	51	1	-1	17.5	18.5	50.5	51.5
#EDEDED	19	51	1	-1	18.5	19.5	50.5	51.5
#ECECEC	20	51	1	-1	19.5	20.5	50.5	51.5
#ECECEC	21	51	1	-1	20.5	21.5	50.5	51.5
#ECECEC	22	51	1	-1	21.5	22.5	50.5	51.5
#ECECEC	23	51	1	-1	22.5	23.5	50.5	51.5
#ECECEC	24	51	1	-1	23.5	24.5	50.5	51.5
#ECECEC	25	51	1	-1	24.5	25.5	50.5	51.5
#898989	1	52	1	-1	0.5	1.5	51.5	52.5
#000000	2	52	1	-1	1.5	2.5	51.5	52.5
#BFBFBF	3	52	1	-1	2.5	3.5	51.5	52.5
#DBDBDB	4	52	1	-1	3.5	4.5	51.5	52.5
#FFFFFF	5	52	1	-1	4.5	5.5	51.5	52.5
#FBFBFB	6	52	1	-1	5.5	6.5	51.5	52.5
#FBFBFB	7	52	1	-1	6.5	7.5	51.5	52.5
#C8C8C8	8	52	1	-1	7.5	8.5	51.5	52.5
#C9C9C9	9	52	1	-1	8.5	9.5	51.5	52.5
#C6C6C6	10	52	1	-1	9.5	10.5	51.5	52.5
#C5C5C5	11	52	1	-1	10.5	11.5	51.5	52.5
#C5C5C5	12	52	1	-1	11.5	12.5	51.5	52.5
#C5C5C5	13	52	1	-1	12.5	13.5	51.5	52.5
#C5C5C5	14	52	1	-1	13.5	14.5	51.5	52.5
#C6C6C6	15	52	1	-1	14.5	15.5	51.5	52.5
#C7C7C7	16	52	1	-1	15.5	16.5	51.5	52.5
#C5C5C5	17	52	1	-1	16.5	17.5	51.5	52.5
#C5C5C5	18	52	1	-1	17.5	18.5	51.5	52.5
#C5C5C5	19	52	1	-1	18.5	19.5	51.5	52.5
#C6C6C6	20	52	1	-1	19.5	20.5	51.5	52.5
#C6C6C6	21	52	1	-1	20.5	21.5	51.5	52.5
#C6C6C6	22	52	1	-1	21.5	22.5	51.5	52.5
#C7C7C7	23	52	1	-1	22.5	23.5	51.5	52.5
#C7C7C7	24	52	1	-1	23.5	24.5	51.5	52.5
#C7C7C7	25	52	1	-1	24.5	25.5	51.5	52.5
#000000	1	78	1	-1	0.5	1.5	77.5	78.5
#A2A2A2	2	78	1	-1	1.5	2.5	77.5	78.5
#D3D3D3	3	78	1	-1	2.5	3.5	77.5	78.5
#DCDCDC	4	78	1	-1	3.5	4.5	77.5	78.5
#F8F8F8	5	78	1	-1	4.5	5.5	77.5	78.5
#F7F7F7	6	78	1	-1	5.5	6.5	77.5	78.5
#FDFDFD	7	78	1	-1	6.5	7.5	77.5	78.5
#FFFFFF	8	78	1	-1	7.5	8.5	77.5	78.5
#FCFCFC	9	78	1	-1	8.5	9.5	77.5	78.5
#FBFBFB	10	78	1	-1	9.5	10.5	77.5	78.5
#FBFBFB	11	78	1	-1	10.5	11.5	77.5	78.5
#FBFBFB	12	78	1	-1	11.5	12.5	77.5	78.5
#FCFCFC	13	78	1	-1	12.5	13.5	77.5	78.5
#FBFBFB	14	78	1	-1	13.5	14.5	77.5	78.5
#FAFAFA	15	78	1	-1	14.5	15.5	77.5	78.5
#FAFAFA	16	78	1	-1	15.5	16.5	77.5	78.5
#EFEFEF	17	78	1	-1	16.5	17.5	77.5	78.5
#EFEFEF	18	78	1	-1	17.5	18.5	77.5	78.5
#EFEFEF	19	78	1	-1	18.5	19.5	77.5	78.5
#EFEFEF	20	78	1	-1	19.5	20.5	77.5	78.5
#EFEFEF	21	78	1	-1	20.5	21.5	77.5	78.5
#F0F0F0	22	78	1	-1	21.5	22.5	77.5	78.5
#F0F0F0	23	78	1	-1	22.5	23.5	77.5	78.5
#F0F0F0	24	78	1	-1	23.5	24.5	77.5	78.5
#F0F0F0	25	78	1	-1	24.5	25.5	77.5	78.5
#000000	1	53	1	-1	0.5	1.5	52.5	53.5
#636363	2	53	1	-1	1.5	2.5	52.5	53.5
#C6C6C6	3	53	1	-1	2.5	3.5	52.5	53.5
#FEFEFE	4	53	1	-1	3.5	4.5	52.5	53.5
#FFFFFF	5	53	1	-1	4.5	5.5	52.5	53.5
#F4F4F4	6	53	1	-1	5.5	6.5	52.5	53.5
#F3F3F3	7	53	1	-1	6.5	7.5	52.5	53.5
#F2F2F2	8	53	1	-1	7.5	8.5	52.5	53.5
#F2F2F2	9	53	1	-1	8.5	9.5	52.5	53.5
#F2F2F2	10	53	1	-1	9.5	10.5	52.5	53.5
#F4F4F4	11	53	1	-1	10.5	11.5	52.5	53.5
#F1F1F1	12	53	1	-1	11.5	12.5	52.5	53.5
#F1F1F1	13	53	1	-1	12.5	13.5	52.5	53.5
#F0F0F0	14	53	1	-1	13.5	14.5	52.5	53.5
#F0F0F0	15	53	1	-1	14.5	15.5	52.5	53.5
#F0F0F0	16	53	1	-1	15.5	16.5	52.5	53.5
#F3F3F3	17	53	1	-1	16.5	17.5	52.5	53.5
#EDEDED	18	53	1	-1	17.5	18.5	52.5	53.5
#EDEDED	19	53	1	-1	18.5	19.5	52.5	53.5
#EDEDED	20	53	1	-1	19.5	20.5	52.5	53.5
#ECECEC	21	53	1	-1	20.5	21.5	52.5	53.5
#ECECEC	22	53	1	-1	21.5	22.5	52.5	53.5
#ECECEC	23	53	1	-1	22.5	23.5	52.5	53.5
#ECECEC	24	53	1	-1	23.5	24.5	52.5	53.5
#ECECEC	25	53	1	-1	24.5	25.5	52.5	53.5
#000000	1	19	1	-1	0.5	1.5	18.5	19.5
#A0A0A0	2	19	1	-1	1.5	2.5	18.5	19.5
#FFFFFF	3	19	1	-1	2.5	3.5	18.5	19.5
#A0A0A0	4	19	1	-1	3.5	4.5	18.5	19.5
#C8C8C8	5	19	1	-1	4.5	5.5	18.5	19.5
#C8C8C8	6	19	1	-1	5.5	6.5	18.5	19.5
#C7C7C7	7	19	1	-1	6.5	7.5	18.5	19.5
#C7C7C7	8	19	1	-1	7.5	8.5	18.5	19.5
#C5C5C5	9	19	1	-1	8.5	9.5	18.5	19.5
#C6C6C6	10	19	1	-1	9.5	10.5	18.5	19.5
#C3C3C3	11	19	1	-1	10.5	11.5	18.5	19.5
#C3C3C3	12	19	1	-1	11.5	12.5	18.5	19.5
#B9B9B9	13	19	1	-1	12.5	13.5	18.5	19.5
#B9B9B9	14	19	1	-1	13.5	14.5	18.5	19.5
#BABABA	15	19	1	-1	14.5	15.5	18.5	19.5
#BABABA	16	19	1	-1	15.5	16.5	18.5	19.5
#BABABA	17	19	1	-1	16.5	17.5	18.5	19.5
#BABABA	18	19	1	-1	17.5	18.5	18.5	19.5
#BABABA	19	19	1	-1	18.5	19.5	18.5	19.5
#C2C2C2	20	19	1	-1	19.5	20.5	18.5	19.5
#C3C3C3	21	19	1	-1	20.5	21.5	18.5	19.5
#C3C3C3	22	19	1	-1	21.5	22.5	18.5	19.5
#C3C3C3	23	19	1	-1	22.5	23.5	18.5	19.5
#C3C3C3	24	19	1	-1	23.5	24.5	18.5	19.5
#C3C3C3	25	19	1	-1	24.5	25.5	18.5	19.5
#000000	1	73	1	-1	0.5	1.5	72.5	73.5
#2F2F2F	2	73	1	-1	1.5	2.5	72.5	73.5
#5C5C5C	3	73	1	-1	2.5	3.5	72.5	73.5
#707070	4	73	1	-1	3.5	4.5	72.5	73.5
#F9F9F9	5	73	1	-1	4.5	5.5	72.5	73.5
#F2F2F2	6	73	1	-1	5.5	6.5	72.5	73.5
#FFFFFF	7	73	1	-1	6.5	7.5	72.5	73.5
#F9F9F9	8	73	1	-1	7.5	8.5	72.5	73.5
#F2F2F2	9	73	1	-1	8.5	9.5	72.5	73.5
#E6E6E6	10	73	1	-1	9.5	10.5	72.5	73.5
#E9E9E9	11	73	1	-1	10.5	11.5	72.5	73.5
#E3E3E3	12	73	1	-1	11.5	12.5	72.5	73.5
#E3E3E3	13	73	1	-1	12.5	13.5	72.5	73.5
#E4E4E4	14	73	1	-1	13.5	14.5	72.5	73.5
#E2E2E2	15	73	1	-1	14.5	15.5	72.5	73.5
#DCDCDC	16	73	1	-1	15.5	16.5	72.5	73.5
#DCDCDC	17	73	1	-1	16.5	17.5	72.5	73.5
#D9D9D9	18	73	1	-1	17.5	18.5	72.5	73.5
#D8D8D8	19	73	1	-1	18.5	19.5	72.5	73.5
#D7D7D7	20	73	1	-1	19.5	20.5	72.5	73.5
#D7D7D7	21	73	1	-1	20.5	21.5	72.5	73.5
#D6D6D6	22	73	1	-1	21.5	22.5	72.5	73.5
#D7D7D7	23	73	1	-1	22.5	23.5	72.5	73.5
#D7D7D7	24	73	1	-1	23.5	24.5	72.5	73.5
#D7D7D7	25	73	1	-1	24.5	25.5	72.5	73.5
#000000	1	54	1	-1	0.5	1.5	53.5	54.5
#A1A1A1	2	54	1	-1	1.5	2.5	53.5	54.5
#ABABAB	3	54	1	-1	2.5	3.5	53.5	54.5
#D8D8D8	4	54	1	-1	3.5	4.5	53.5	54.5
#FFFFFF	5	54	1	-1	4.5	5.5	53.5	54.5
#FFFFFF	6	54	1	-1	5.5	6.5	53.5	54.5
#FEFEFE	7	54	1	-1	6.5	7.5	53.5	54.5
#FEFEFE	8	54	1	-1	7.5	8.5	53.5	54.5
#E4E4E4	9	54	1	-1	8.5	9.5	53.5	54.5
#E3E3E3	10	54	1	-1	9.5	10.5	53.5	54.5
#E0E0E0	11	54	1	-1	10.5	11.5	53.5	54.5
#DFDFDF	12	54	1	-1	11.5	12.5	53.5	54.5
#DFDFDF	13	54	1	-1	12.5	13.5	53.5	54.5
#E1E1E1	14	54	1	-1	13.5	14.5	53.5	54.5
#E1E1E1	15	54	1	-1	14.5	15.5	53.5	54.5
#DCDCDC	16	54	1	-1	15.5	16.5	53.5	54.5
#DCDCDC	17	54	1	-1	16.5	17.5	53.5	54.5
#DEDEDE	18	54	1	-1	17.5	18.5	53.5	54.5
#DEDEDE	19	54	1	-1	18.5	19.5	53.5	54.5
#DEDEDE	20	54	1	-1	19.5	20.5	53.5	54.5
#DEDEDE	21	54	1	-1	20.5	21.5	53.5	54.5
#DEDEDE	22	54	1	-1	21.5	22.5	53.5	54.5
#DEDEDE	23	54	1	-1	22.5	23.5	53.5	54.5
#DEDEDE	24	54	1	-1	23.5	24.5	53.5	54.5
#DEDEDE	25	54	1	-1	24.5	25.5	53.5	54.5
#000000	1	4	1	-1	0.5	1.5	3.5	4.5
#FFFFFF	2	4	1	-1	1.5	2.5	3.5	4.5
#4A4A4A	3	4	1	-1	2.5	3.5	3.5	4.5
#565656	4	4	1	-1	3.5	4.5	3.5	4.5
#646464	5	4	1	-1	4.5	5.5	3.5	4.5
#656565	6	4	1	-1	5.5	6.5	3.5	4.5
#656565	7	4	1	-1	6.5	7.5	3.5	4.5
#6D6D6D	8	4	1	-1	7.5	8.5	3.5	4.5
#6C6C6C	9	4	1	-1	8.5	9.5	3.5	4.5
#6C6C6C	10	4	1	-1	9.5	10.5	3.5	4.5
#6F6F6F	11	4	1	-1	10.5	11.5	3.5	4.5
#6E6E6E	12	4	1	-1	11.5	12.5	3.5	4.5
#5A5A5A	13	4	1	-1	12.5	13.5	3.5	4.5
#575757	14	4	1	-1	13.5	14.5	3.5	4.5
#575757	15	4	1	-1	14.5	15.5	3.5	4.5
#575757	16	4	1	-1	15.5	16.5	3.5	4.5
#565656	17	4	1	-1	16.5	17.5	3.5	4.5
#575757	18	4	1	-1	17.5	18.5	3.5	4.5
#545454	19	4	1	-1	18.5	19.5	3.5	4.5
#555555	20	4	1	-1	19.5	20.5	3.5	4.5
#545454	21	4	1	-1	20.5	21.5	3.5	4.5
#565656	22	4	1	-1	21.5	22.5	3.5	4.5
#565656	23	4	1	-1	22.5	23.5	3.5	4.5
#565656	24	4	1	-1	23.5	24.5	3.5	4.5
#565656	25	4	1	-1	24.5	25.5	3.5	4.5
#000000	1	55	1	-1	0.5	1.5	54.5	55.5
#6C6C6C	2	55	1	-1	1.5	2.5	54.5	55.5
#ADADAD	3	55	1	-1	2.5	3.5	54.5	55.5
#F3F3F3	4	55	1	-1	3.5	4.5	54.5	55.5
#FFFFFF	5	55	1	-1	4.5	5.5	54.5	55.5
#F5F5F5	6	55	1	-1	5.5	6.5	54.5	55.5
#F4F4F4	7	55	1	-1	6.5	7.5	54.5	55.5
#F3F3F3	8	55	1	-1	7.5	8.5	54.5	55.5
#EDEDED	9	55	1	-1	8.5	9.5	54.5	55.5
#F1F1F1	10	55	1	-1	9.5	10.5	54.5	55.5
#EBEBEB	11	55	1	-1	10.5	11.5	54.5	55.5
#F1F1F1	12	55	1	-1	11.5	12.5	54.5	55.5
#F1F1F1	13	55	1	-1	12.5	13.5	54.5	55.5
#F0F0F0	14	55	1	-1	13.5	14.5	54.5	55.5
#F1F1F1	15	55	1	-1	14.5	15.5	54.5	55.5
#F1F1F1	16	55	1	-1	15.5	16.5	54.5	55.5
#F2F2F2	17	55	1	-1	16.5	17.5	54.5	55.5
#EDEDED	18	55	1	-1	17.5	18.5	54.5	55.5
#EEEEEE	19	55	1	-1	18.5	19.5	54.5	55.5
#EDEDED	20	55	1	-1	19.5	20.5	54.5	55.5
#ECECEC	21	55	1	-1	20.5	21.5	54.5	55.5
#EDEDED	22	55	1	-1	21.5	22.5	54.5	55.5
#EDEDED	23	55	1	-1	22.5	23.5	54.5	55.5
#EDEDED	24	55	1	-1	23.5	24.5	54.5	55.5
#EDEDED	25	55	1	-1	24.5	25.5	54.5	55.5
#090909	1	5	1	-1	0.5	1.5	4.5	5.5
#FFFFFF	2	5	1	-1	1.5	2.5	4.5	5.5
#000000	3	5	1	-1	2.5	3.5	4.5	5.5
#606060	4	5	1	-1	3.5	4.5	4.5	5.5
#6B6B6B	5	5	1	-1	4.5	5.5	4.5	5.5
#282828	6	5	1	-1	5.5	6.5	4.5	5.5
#1C1C1C	7	5	1	-1	6.5	7.5	4.5	5.5
#1C1C1C	8	5	1	-1	7.5	8.5	4.5	5.5
#1A1A1A	9	5	1	-1	8.5	9.5	4.5	5.5
#242424	10	5	1	-1	9.5	10.5	4.5	5.5
#060606	11	5	1	-1	10.5	11.5	4.5	5.5
#050505	12	5	1	-1	11.5	12.5	4.5	5.5
#040404	13	5	1	-1	12.5	13.5	4.5	5.5
#040404	14	5	1	-1	13.5	14.5	4.5	5.5
#020202	15	5	1	-1	14.5	15.5	4.5	5.5
#020202	16	5	1	-1	15.5	16.5	4.5	5.5
#030303	17	5	1	-1	16.5	17.5	4.5	5.5
#030303	18	5	1	-1	17.5	18.5	4.5	5.5
#030303	19	5	1	-1	18.5	19.5	4.5	5.5
#030303	20	5	1	-1	19.5	20.5	4.5	5.5
#030303	21	5	1	-1	20.5	21.5	4.5	5.5
#030303	22	5	1	-1	21.5	22.5	4.5	5.5
#070707	23	5	1	-1	22.5	23.5	4.5	5.5
#070707	24	5	1	-1	23.5	24.5	4.5	5.5
#070707	25	5	1	-1	24.5	25.5	4.5	5.5
#000000	1	98	1	-1	0.5	1.5	97.5	98.5
#878787	2	98	1	-1	1.5	2.5	97.5	98.5
#E8E8E8	3	98	1	-1	2.5	3.5	97.5	98.5
#B6B6B6	4	98	1	-1	3.5	4.5	97.5	98.5
#FAFAFA	5	98	1	-1	4.5	5.5	97.5	98.5
#FAFAFA	6	98	1	-1	5.5	6.5	97.5	98.5
#FAFAFA	7	98	1	-1	6.5	7.5	97.5	98.5
#F8F8F8	8	98	1	-1	7.5	8.5	97.5	98.5
#F7F7F7	9	98	1	-1	8.5	9.5	97.5	98.5
#EDEDED	10	98	1	-1	9.5	10.5	97.5	98.5
#F5F5F5	11	98	1	-1	10.5	11.5	97.5	98.5
#F5F5F5	12	98	1	-1	11.5	12.5	97.5	98.5
#F5F5F5	13	98	1	-1	12.5	13.5	97.5	98.5
#F6F6F6	14	98	1	-1	13.5	14.5	97.5	98.5
#FEFEFE	15	98	1	-1	14.5	15.5	97.5	98.5
#FFFFFF	16	98	1	-1	15.5	16.5	97.5	98.5
#FFFFFF	17	98	1	-1	16.5	17.5	97.5	98.5
#FFFFFF	18	98	1	-1	17.5	18.5	97.5	98.5
#FFFFFF	19	98	1	-1	18.5	19.5	97.5	98.5
#FEFEFE	20	98	1	-1	19.5	20.5	97.5	98.5
#FEFEFE	21	98	1	-1	20.5	21.5	97.5	98.5
#FFFFFF	22	98	1	-1	21.5	22.5	97.5	98.5
#FFFFFF	23	98	1	-1	22.5	23.5	97.5	98.5
#FFFFFF	24	98	1	-1	23.5	24.5	97.5	98.5
#FFFFFF	25	98	1	-1	24.5	25.5	97.5	98.5
#000000	1	66	1	-1	0.5	1.5	65.5	66.5
#3A3A3A	2	66	1	-1	1.5	2.5	65.5	66.5
#F1F1F1	3	66	1	-1	2.5	3.5	65.5	66.5
#D6D6D6	4	66	1	-1	3.5	4.5	65.5	66.5
#FFFFFF	5	66	1	-1	4.5	5.5	65.5	66.5
#FFFFFF	6	66	1	-1	5.5	6.5	65.5	66.5
#F6F6F6	7	66	1	-1	6.5	7.5	65.5	66.5
#F6F6F6	8	66	1	-1	7.5	8.5	65.5	66.5
#F6F6F6	9	66	1	-1	8.5	9.5	65.5	66.5
#F6F6F6	10	66	1	-1	9.5	10.5	65.5	66.5
#F6F6F6	11	66	1	-1	10.5	11.5	65.5	66.5
#F6F6F6	12	66	1	-1	11.5	12.5	65.5	66.5
#F6F6F6	13	66	1	-1	12.5	13.5	65.5	66.5
#F6F6F6	14	66	1	-1	13.5	14.5	65.5	66.5
#F6F6F6	15	66	1	-1	14.5	15.5	65.5	66.5
#F6F6F6	16	66	1	-1	15.5	16.5	65.5	66.5
#F2F2F2	17	66	1	-1	16.5	17.5	65.5	66.5
#F2F2F2	18	66	1	-1	17.5	18.5	65.5	66.5
#F2F2F2	19	66	1	-1	18.5	19.5	65.5	66.5
#F2F2F2	20	66	1	-1	19.5	20.5	65.5	66.5
#F2F2F2	21	66	1	-1	20.5	21.5	65.5	66.5
#F2F2F2	22	66	1	-1	21.5	22.5	65.5	66.5
#F5F5F5	23	66	1	-1	22.5	23.5	65.5	66.5
#F5F5F5	24	66	1	-1	23.5	24.5	65.5	66.5
#F5F5F5	25	66	1	-1	24.5	25.5	65.5	66.5
#000000	1	89	1	-1	0.5	1.5	88.5	89.5
#898989	2	89	1	-1	1.5	2.5	88.5	89.5
#D0D0D0	3	89	1	-1	2.5	3.5	88.5	89.5
#B0B0B0	4	89	1	-1	3.5	4.5	88.5	89.5
#FCFCFC	5	89	1	-1	4.5	5.5	88.5	89.5
#FCFCFC	6	89	1	-1	5.5	6.5	88.5	89.5
#FBFBFB	7	89	1	-1	6.5	7.5	88.5	89.5
#F0F0F0	8	89	1	-1	7.5	8.5	88.5	89.5
#EFEFEF	9	89	1	-1	8.5	9.5	88.5	89.5
#FFFFFF	10	89	1	-1	9.5	10.5	88.5	89.5
#FFFFFF	11	89	1	-1	10.5	11.5	88.5	89.5
#FFFFFF	12	89	1	-1	11.5	12.5	88.5	89.5
#FFFFFF	13	89	1	-1	12.5	13.5	88.5	89.5
#FEFEFE	14	89	1	-1	13.5	14.5	88.5	89.5
#FEFEFE	15	89	1	-1	14.5	15.5	88.5	89.5
#FEFEFE	16	89	1	-1	15.5	16.5	88.5	89.5
#FEFEFE	17	89	1	-1	16.5	17.5	88.5	89.5
#FFFFFF	18	89	1	-1	17.5	18.5	88.5	89.5
#FEFEFE	19	89	1	-1	18.5	19.5	88.5	89.5
#FEFEFE	20	89	1	-1	19.5	20.5	88.5	89.5
#FEFEFE	21	89	1	-1	20.5	21.5	88.5	89.5
#FEFEFE	22	89	1	-1	21.5	22.5	88.5	89.5
#FEFEFE	23	89	1	-1	22.5	23.5	88.5	89.5
#FEFEFE	24	89	1	-1	23.5	24.5	88.5	89.5
#FEFEFE	25	89	1	-1	24.5	25.5	88.5	89.5
#000000	1	79	1	-1	0.5	1.5	78.5	79.5
#626262	2	79	1	-1	1.5	2.5	78.5	79.5
#B1B1B1	3	79	1	-1	2.5	3.5	78.5	79.5
#EFEFEF	4	79	1	-1	3.5	4.5	78.5	79.5
#FAFAFA	5	79	1	-1	4.5	5.5	78.5	79.5
#FDFDFD	6	79	1	-1	5.5	6.5	78.5	79.5
#FBFBFB	7	79	1	-1	6.5	7.5	78.5	79.5
#FFFFFF	8	79	1	-1	7.5	8.5	78.5	79.5
#F1F1F1	9	79	1	-1	8.5	9.5	78.5	79.5
#F1F1F1	10	79	1	-1	9.5	10.5	78.5	79.5
#F1F1F1	11	79	1	-1	10.5	11.5	78.5	79.5
#F0F0F0	12	79	1	-1	11.5	12.5	78.5	79.5
#E9E9E9	13	79	1	-1	12.5	13.5	78.5	79.5
#EAEAEA	14	79	1	-1	13.5	14.5	78.5	79.5
#E9E9E9	15	79	1	-1	14.5	15.5	78.5	79.5
#E8E8E8	16	79	1	-1	15.5	16.5	78.5	79.5
#E9E9E9	17	79	1	-1	16.5	17.5	78.5	79.5
#E9E9E9	18	79	1	-1	17.5	18.5	78.5	79.5
#E9E9E9	19	79	1	-1	18.5	19.5	78.5	79.5
#E9E9E9	20	79	1	-1	19.5	20.5	78.5	79.5
#E9E9E9	21	79	1	-1	20.5	21.5	78.5	79.5
#E9E9E9	22	79	1	-1	21.5	22.5	78.5	79.5
#E9E9E9	23	79	1	-1	22.5	23.5	78.5	79.5
#E9E9E9	24	79	1	-1	23.5	24.5	78.5	79.5
#E9E9E9	25	79	1	-1	24.5	25.5	78.5	79.5
#000000	1	94	1	-1	0.5	1.5	93.5	94.5
#595959	2	94	1	-1	1.5	2.5	93.5	94.5
#B6B6B6	3	94	1	-1	2.5	3.5	93.5	94.5
#BFBFBF	4	94	1	-1	3.5	4.5	93.5	94.5
#F7F7F7	5	94	1	-1	4.5	5.5	93.5	94.5
#F6F6F6	6	94	1	-1	5.5	6.5	93.5	94.5
#F6F6F6	7	94	1	-1	6.5	7.5	93.5	94.5
#F7F7F7	8	94	1	-1	7.5	8.5	93.5	94.5
#F5F5F5	9	94	1	-1	8.5	9.5	93.5	94.5
#F5F5F5	10	94	1	-1	9.5	10.5	93.5	94.5
#F2F2F2	11	94	1	-1	10.5	11.5	93.5	94.5
#FAFAFA	12	94	1	-1	11.5	12.5	93.5	94.5
#FDFDFD	13	94	1	-1	12.5	13.5	93.5	94.5
#FDFDFD	14	94	1	-1	13.5	14.5	93.5	94.5
#FDFDFD	15	94	1	-1	14.5	15.5	93.5	94.5
#FDFDFD	16	94	1	-1	15.5	16.5	93.5	94.5
#FDFDFD	17	94	1	-1	16.5	17.5	93.5	94.5
#FCFCFC	18	94	1	-1	17.5	18.5	93.5	94.5
